fecha;DEM;WD;TEMP;TMAX229;TMAX230;TMAX237;TMAX417
03/11/2009;688.184748;2;15.575;22.2;20;27.2;25.9
04/11/2009;699.002871;3;15.3;20.8;16.8;23.9;25.7
05/11/2009;707.681865;4;13.7;17.5;13.2;21.6;26.1
06/11/2009;710.748012;5;12.875;20;16.6;22.5;25.5
07/11/2009;627.067562;6;14.75;19.5;14.6;25.5;25.4
08/11/2009;578.835703;7;12.2;18.5;14.5;21.5;25.6
09/11/2009;703.517236;1;11.85;20.6;14.8;20.2;25.4
10/11/2009;738.118238;2;10.25;22.8;15.7;20.6;25.6
11/11/2009;735.245216;3;12.1;22.6;17.6;24.9;25.1
12/11/2009;728.970894;4;12.625;21.6;16.4;25;24.5
13/11/2009;720.37527;5;13.125;23;16.5;24.3;24.4
14/11/2009;635.898717;6;14.175;18.5;16.4;26.6;24.1
15/11/2009;575.421322;7;15.45;22.5;16.4;27;25.6
16/11/2009;705.115779;1;15.6;25.2;19.6;30;26.1
17/11/2009;723.48368;2;13.725;21.8;17.4;23.8;23.5
18/11/2009;727.111805;3;15;20.8;18.6;20.3;24.1
19/11/2009;731.963852;4;13.925;20.9;17.6;19.5;23.8
20/11/2009;721.151855;5;13.025;19.5;16;21.4;26
21/11/2009;632.115579;6;12.725;19;15;20.6;25
22/11/2009;579.073427;7;16.125;17.4;15;25.4;25
23/11/2009;714.20428;1;11.375;17.6;14;21.8;24.2
24/11/2009;738.753103;2;10.925;19.2;15;20.6;23.4
25/11/2009;750.340695;3;9.475;17.5;12.5;23;25.6
26/11/2009;750.758376;4;12.4;17.6;11;22.8;25.4
27/11/2009;741.182665;5;11.425;15.1;11.6;22.2;25.7
28/11/2009;660.410157;6;9.45;15.6;10.5;19.9;24.1
29/11/2009;620.918629;7;10.325;14.2;8.6;17.2;25.9
30/11/2009;765.169155;1;8.65;14.8;9;16.2;24
01/12/2009;789.144409;2;8.675;13.3;9.2;17.6;22.4
02/12/2009;782.978017;3;10.3;16.5;11.7;20;23.4
03/12/2009;771.049256;4;11.525;16.4;11.7;20;23.2
04/12/2009;764.280219;5;9.25;16.6;12.6;22;23.5
05/12/2009;682.891099;6;7.725;12.2;7.4;18.5;23.1
06/12/2009;629.675886;7;9.85;17.8;11.3;20;22.6
07/12/2009;668.82743;1;11.8;17.6;10.5;19.7;21.6
08/12/2009;633.148857;2;12.55;16.6;11.6;23.1;22.1
09/12/2009;754.978045;3;10.35;16.2;10.8;20;23.1
10/12/2009;771.107819;4;10.775;13.6;13;20.2;27.7
11/12/2009;770.064915;5;10.225;16;13;19.2;26.7
12/12/2009;694.003086;6;7.9;9.6;11.6;16.4;21.1
13/12/2009;662.612282;7;5.05;12.4;7;10.5;22.1
14/12/2009;826.589175;1;5.025;10;6.2;7.4;23.3
15/12/2009;851.564831;2;2.825;9.6;5.5;10.4;26.6
16/12/2009;876.572045;3;1.525;11.9;1.4;10;23.4
17/12/2009;847.073277;4;5.425;16.5;11.7;19.2;26
18/12/2009;844.964885;5;2.6;9.8;4.6;12;24.1
19/12/2009;750.502787;6;2.575;9.2;4.4;10.6;23.7
20/12/2009;713.099659;7;0.5;7.8;2.8;11;26.4
21/12/2009;855.03749;1;0.85;16.8;3.8;11.4;23.8
22/12/2009;822.455809;2;6.65;16;10.4;16.3;25.6
23/12/2009;780.74782;3;10.525;18.5;12.4;19.5;24.4
24/12/2009;661.223655;4;11.825;18;13.6;19;26.1
25/12/2009;557.581238;5;9.55;9.4;8.4;18;28.9
26/12/2009;614.429855;6;8.5;12.6;9.5;13.8;24.3
27/12/2009;607.92329;7;7.25;11.8;6.7;17;23.7
28/12/2009;718.349368;1;8.225;18.5;10.4;20.6;24.4
29/12/2009;693.780398;2;12.7;18.2;13.6;24.1;24
30/12/2009;673.912683;3;14.2;15.6;12;22;26.1
31/12/2009;627.617254;4;11.525;14;9.8;19.2;21.4
01/01/2010;554.914113;5;8.525;14.6;7.6;16.1;21.5
02/01/2010;623.585388;6;6.75;14.5;7.5;15.4;21.4
03/01/2010;622.306166;7;7.35;13.9;7.4;16.2;23.7
04/01/2010;739.289627;1;8.375;16.4;9.2;13.9;23
05/01/2010;729.508762;2;9.525;14.8;9.8;15;23.9
06/01/2010;626.389455;3;7.125;9;6.8;14.3;24.7
07/01/2010;819.410955;4;3.375;9.2;3.6;9.4;23.9
08/01/2010;850.929519;5;3.225;8.4;3;6.5;19.7
09/01/2010;769.903523;6;2.525;9.5;2.4;9.2;20.4
10/01/2010;744.176129;7;0.125;4;0.1;8.6;22.5
11/01/2010;879.436488;1;3;6.6;2;11.5;21.3
12/01/2010;902.921116;2;2.225;13.4;3.8;14.1;21
13/01/2010;869.978053;3;6.75;14.9;7.9;14.6;22.5
14/01/2010;836.703992;4;9.575;17;10.5;18.6;22.7
15/01/2010;822.065924;5;7.85;11.8;8;18.9;22.5
16/01/2010;727.562148;6;8.025;16.2;9;19.4;22
17/01/2010;659.096299;7;10.175;15.6;11.4;19;26.2
18/01/2010;789.907845;1;10.475;16.8;12.8;15.1;29.5
19/01/2010;803.791487;2;10.175;17;11.2;16.1;23.3
20/01/2010;789.245643;3;9.725;14;12;19.4;22.4
21/01/2010;797.388045;4;7.225;13.6;9;18.2;21.7
22/01/2010;795.069952;5;7.55;13.5;8.4;18.5;22.3
23/01/2010;715.843724;6;8.7;14.8;10.8;13.4;22.5
24/01/2010;661.25863;7;9.875;15;11.5;14.3;20.9
25/01/2010;808.121913;1;7.6;14.2;8.4;11.3;21.1
26/01/2010;847.637136;2;6.35;11.6;8.5;11.5;20.4
27/01/2010;863.41952;3;5.45;10.6;4.3;10.2;20
28/01/2010;852.372199;4;4.975;13.8;9.4;13.1;21.3
29/01/2010;830.824136;5;6.15;14.6;11.6;19.4;19.9
30/01/2010;731.895053;6;8.1;14.8;10.3;19.2;20.8
31/01/2010;677.190728;7;6.825;14;10.2;16.5;24.8
01/02/2010;810.918396;1;6.475;13.4;9.7;14.6;21.9
02/02/2010;833.279723;2;5.675;14.9;9.5;14.2;23.8
03/02/2010;837.021225;3;6.075;11.6;12.6;14.7;24.5
04/02/2010;847.626765;4;8.425;15.8;9.6;12.6;21.5
05/02/2010;806.321339;5;11.2;16.8;12.4;20;21.7
06/02/2010;703.564864;6;11.325;17;14;19.5;23.3
07/02/2010;650.848394;7;8.725;15;11.4;16.9;25.6
08/02/2010;797.532018;1;9.5;17;11.4;14.1;24.3
09/02/2010;810.346465;2;8.175;16.5;11.6;16.5;22.5
10/02/2010;828.450847;3;6.35;10.5;7.5;16.6;21.9
11/02/2010;843.178808;4;3.025;12.2;6.1;11;22.8
12/02/2010;862.135537;5;4.05;7;6.4;11.8;22.2
13/02/2010;778.678677;6;2.375;11;5;8;22.8
14/02/2010;713.80723;7;2.5;8.4;5.2;11.1;22.5
15/02/2010;876.12127;1;1.425;8.4;2.2;6.8;23.5
16/02/2010;859.836547;2;5.95;13.6;6.8;10.2;24.4
17/02/2010;838.741566;3;9.5;13.8;10.2;18.5;24.4
18/02/2010;836.954952;4;8.375;9.2;7.8;16.3;23.6
19/02/2010;823.805618;5;9.25;14.2;8.5;16.8;21.6
20/02/2010;725.384775;6;7.425;14.3;9.6;16.6;23.1
21/02/2010;686.355234;7;6.675;15.4;6.6;14.7;25.3
22/02/2010;795.7063;1;9.225;17;11.6;18.8;24.1
23/02/2010;791.916741;2;11.925;16.6;11.4;21.8;23.4
24/02/2010;780.559819;3;12.8;18.4;12.7;22.4;22.9
25/02/2010;779.704118;4;11.95;17;12;22.8;22.2
26/02/2010;760.092268;5;11.825;15.8;11.2;21.8;30.1
27/02/2010;671.50029;6;11.725;22.4;19;15.5;30.9
28/02/2010;607.940053;7;11.225;17;12.4;19.6;23.5
01/03/2010;732.411356;1;10.25;16.4;12.3;20.8;21.3
02/03/2010;783.099347;2;10.175;13.4;14.2;15.6;22.7
03/03/2010;794.518919;3;9.55;16;13.5;16.4;22.2
04/03/2010;774.077328;4;10.25;17.2;16;23.2;23.2
05/03/2010;788.923336;5;8.8;14.5;10.2;14.6;25.6
06/03/2010;708.584661;6;6.45;12;5;13.1;23.2
07/03/2010;658.330745;7;6.375;16.8;9;12.2;22.7
08/03/2010;806.436065;1;2.35;12;5.3;12.2;23.8
09/03/2010;813.412815;2;5.15;13.6;10.2;15.5;25.7
10/03/2010;833.973779;3;3.325;14.6;8.4;12.2;22.5
11/03/2010;843.063602;4;3.825;13.5;8.2;13;25.9
12/03/2010;843.923266;5;4.575;13.6;6;11;22.3
13/03/2010;730.982108;6;5.6;14.6;10.6;13.5;21.3
14/03/2010;668.372019;7;7.025;15.8;13.2;14.3;21
15/03/2010;789.71165;1;7.925;18;15.8;18;21.3
16/03/2010;790.36684;2;9;20.2;18;16;22
17/03/2010;771.529415;3;10;22.2;18.6;16;23.3
18/03/2010;763.19424;4;10.525;23.2;17.7;15.5;29.9
19/03/2010;682.50439;5;11.275;22.6;16.2;14.6;29.6
20/03/2010;650.120197;6;13.025;22.4;18.8;25.5;25.1
21/03/2010;599.54387;7;12.975;21.6;16.5;18.1;22.5
22/03/2010;715.610375;1;13.675;20;19.5;20.3;22.1
23/03/2010;732.000725;2;13.025;22.5;18.6;17.2;21.6
24/03/2010;739.600288;3;13.525;20;18.9;16.6;23.9
25/03/2010;749.831268;4;12.325;15.4;12.5;20;22.2
26/03/2010;735.969645;5;12.875;17.8;11.8;21.3;23
27/03/2010;644.029129;6;14.075;19;16.5;24.2;22.2
28/03/2010;553.519622;7;11.75;22;18.8;21;22.2
29/03/2010;696.983702;1;11.15;18;14.4;24;23.5
30/03/2010;706.287633;2;12.475;15;13.4;22;22.6
31/03/2010;696.973141;3;11.525;16;14.4;21.6;22.1
01/04/2010;607.459216;4;9.5;17.2;14;19.4;22.2
02/04/2010;558.1283;5;9.9;17.8;16;21.4;21.6
03/04/2010;585.13034;6;10.825;17;13.2;23.4;21.4
04/04/2010;551.953724;7;10.75;18.5;15.6;20;22.4
05/04/2010;620.743704;1;10.8;22;18.6;17.2;22.1
06/04/2010;700.440814;2;12.025;21.4;18.4;17.6;22.1
07/04/2010;719.450663;3;12.25;22.4;17.1;18.2;22.3
08/04/2010;719.088245;4;11.675;22.8;19.5;19.6;22.2
09/04/2010;712.262841;5;11.75;23.6;19;20.3;22.5
10/04/2010;623.746734;6;13.875;23.5;20.6;19;24.3
11/04/2010;565.45177;7;13.95;23.6;21.6;22.8;22.4
12/04/2010;690.070429;1;13.275;24.6;20.3;18.5;25.5
13/04/2010;734.458751;2;9.675;18.4;10;12.9;26.8
14/04/2010;733.95824;3;11.1;19.4;12.5;14.4;26.4
15/04/2010;730.928041;4;12.15;21.3;15.1;17.8;26.1
16/04/2010;720.901261;5;14.15;21.5;18;18.3;25.7
17/04/2010;633.05947;6;13.05;19.8;16;15.6;24.2
18/04/2010;579.788716;7;13.3;19.8;14.6;17.9;22.7
19/04/2010;692.740658;1;13.8;21.4;18.8;23.6;22.9
20/04/2010;699.758523;2;15.125;25.2;21;22.8;25.9
21/04/2010;698.963307;3;15.5;24;22.3;21;24
22/04/2010;706.090575;4;15.875;23.5;21;18;23.1
23/04/2010;678.250094;5;15.85;22.5;20.6;24;23.4
24/04/2010;600.584893;6;15.725;24.2;23;20.9;23.5
25/04/2010;547.051572;7;17.55;27.8;25.7;21.8;23.7
26/04/2010;673.410714;1;18.95;30;26.9;25.8;25.2
27/04/2010;693.718109;2;19.625;31.4;29;22.8;29.3
28/04/2010;692.151138;3;19.175;32.5;28.4;22.7;30.7
29/04/2010;696.600785;4;18.25;27.2;25.7;22.2;26.9
30/04/2010;692.44378;5;17.2;24;24;21.8;24.5
01/05/2010;543.0212;6;18.075;24.8;23.2;22;24.8
02/05/2010;533.340425;7;16.925;24.6;22.3;22.5;24.2
03/05/2010;672.359995;1;13;21.6;16;17;23.9
04/05/2010;705.996701;2;9.475;19.4;13.8;18.1;22.7
05/05/2010;712.794234;3;11.375;21;15.4;20.4;23.1
06/05/2010;709.380764;4;11.45;23.8;18.2;20.3;23.8
07/05/2010;704.884728;5;13.275;21.6;17.9;19.8;23.5
08/05/2010;616.720446;6;14.125;17.8;16.5;25.5;25.3
09/05/2010;561.044627;7;14.725;19.4;16.4;27.4;24
10/05/2010;676.880181;1;15.6;21.5;17.2;27.1;24.3
11/05/2010;693.889015;2;14.425;19.8;16.5;26;22.8
12/05/2010;700.981539;3;14.925;19;16.5;24.8;21.2
13/05/2010;700.773637;4;13.05;18.4;13;23.8;24.3
14/05/2010;707.457971;5;11.45;18.6;15.7;17.6;23.2
15/05/2010;613.77579;6;13.725;21.5;17;24.4;23.2
16/05/2010;557.901586;7;13.65;24.8;20;21.5;23.9
17/05/2010;668.126272;1;14.7;27.2;24;20;24
18/05/2010;688.084726;2;16.525;30.2;26.2;21.8;27
19/05/2010;699.184608;3;17.575;31.8;27.6;23.2;28.6
20/05/2010;697.217535;4;17.875;30.6;25.6;24.6;31.7
21/05/2010;695.01406;5;18.775;32.5;28;25.2;27.4
22/05/2010;612.002838;6;20.15;32.1;28.8;25;23.9
23/05/2010;551.877122;7;19.475;32.4;28.6;24;24.1
24/05/2010;665.4125;1;19.7;26;27.8;25;23.8
25/05/2010;697.110323;2;19.65;24.8;23.9;24.6;23.9
26/05/2010;702.85353;3;19.2;25.4;24.6;25;23.1
27/05/2010;704.122071;4;19.025;25.3;23.9;23.6;24.4
28/05/2010;693.626731;5;18.85;27.4;22.7;24.9;24.2
29/05/2010;607.713684;6;20.025;29.5;26.6;25.5;24.4
30/05/2010;558.924042;7;20.925;33;30.3;29.5;25.2
31/05/2010;705.186721;1;22.925;36.6;31.8;36.2;25.8
01/06/2010;738.578222;2;22.65;37.8;31.4;28.9;27.6
02/06/2010;741.608948;3;22.9;35.5;30.2;27;36.9
03/06/2010;715.45981;4;22.225;34.8;31.5;26.1;28.3
04/06/2010;733.400902;5;22.5;35;33;27.4;25.6
05/06/2010;652.282831;6;23.45;33;33;26.3;25.9
06/06/2010;585.380179;7;22.35;31.5;30.5;25.7;25.5
07/06/2010;719.608281;1;21.7;31;29.8;26.5;25.3
08/06/2010;734.477133;2;21.55;24.6;25;26.4;25
09/06/2010;714.204507;3;18.375;22;16.4;26.2;26.1
10/06/2010;699.597416;4;19.05;24;18.4;28;21.9
11/06/2010;692.401774;5;18.1;23.4;17.4;27.5;22.6
12/06/2010;608.40965;6;17.15;24;15.3;27.7;24.4
13/06/2010;548.02064;7;19.4;24.6;23;25.3;25.9
14/06/2010;682.463698;1;19.55;31;23.5;24.4;24.9
15/06/2010;695.910619;2;16.45;27.5;19;22.2;24.3
16/06/2010;687.970108;3;16.75;28.2;19.2;23.2;25
17/06/2010;685.162231;4;16.95;29.8;24;24.1;24.6
18/06/2010;684.522403;5;20.075;27.6;26;24.8;24.4
19/06/2010;612.285125;6;19.975;30;26.2;27.5;25
20/06/2010;555.169519;7;19.4;31.4;24.6;29;24.5
21/06/2010;670.394267;1;17.875;32.5;25.1;23.5;25.4
22/06/2010;702.26221;2;20.35;34.8;31.6;25.2;24.8
23/06/2010;706.062247;3;21.8;36.5;32.2;25.3;25.2
24/06/2010;675.385953;4;23.175;36.2;33.4;25;24.6
25/06/2010;694.963692;5;23.325;33.6;31;26.9;25.4
26/06/2010;630.388468;6;23.225;35;30.2;28.6;25.8
27/06/2010;568.821582;7;23.85;34.5;28;28.4;26.3
28/06/2010;709.132208;1;23.5;35.2;30.4;30.5;25.8
29/06/2010;719.569716;2;24.7;37.3;31;30.4;26
30/06/2010;748.821771;3;24.9;38.2;31.7;29.3;25.3
01/07/2010;771.893389;4;25.675;39;33;30.8;25.5
02/07/2010;769.209108;5;24.75;36;30;29.8;26.1
03/07/2010;670.643456;6;24.2;34.6;27.6;30.8;27.7
04/07/2010;613.984523;7;25.775;39;32.4;28;25.4
05/07/2010;764.979694;1;26.575;40.4;33.9;30.1;26.2
06/07/2010;793.492393;2;26.875;39;35.4;30.6;26.9
07/07/2010;806.548279;3;26.95;38.8;37.2;30.8;25.9
08/07/2010;810.611833;4;27.525;37;33;31.2;25.5
09/07/2010;802.110939;5;27.075;37.6;34.4;30.2;26
10/07/2010;707.331967;6;27.3;39.7;36;29.5;30.7
11/07/2010;636.133197;7;27.8;39.4;37.2;31;29.8
12/07/2010;792.326943;1;27.85;35;35;31;30.8
13/07/2010;800.993085;2;25.85;33;33.5;30;31.4
14/07/2010;802.607157;3;26.375;31.2;30.8;30.6;26.3
15/07/2010;792.953182;4;25.55;34.4;32.5;30.3;26.1
16/07/2010;783.551936;5;24.95;35.5;33.8;30;25.9
17/07/2010;694.518398;6;27.175;37.3;35.5;30;26.8
18/07/2010;628.184523;7;27.675;39.4;36.6;30.4;29.1
19/07/2010;796.420077;1;27.65;36.8;37.4;31;33.3
20/07/2010;804.262288;2;27.625;34.8;35.8;30.1;30.4
21/07/2010;792.367901;3;26.825;33;31.8;30;26.3
22/07/2010;780.358757;4;26.525;32.5;32.2;30.4;26.7
23/07/2010;763.630495;5;25;36.4;32.6;29.6;26.2
24/07/2010;667.958613;6;25.05;39.5;33.6;29.8;26.3
25/07/2010;605.061814;7;25.7;39.4;33.5;29.1;26.3
26/07/2010;745.082038;1;25.375;39;34.3;28.8;26.4
27/07/2010;767.702477;2;26.075;39.6;34.6;29.4;26.2
28/07/2010;780.382507;3;27.075;39.5;37;31;25.5
29/07/2010;779.46006;4;27.225;41.8;37.4;31.7;25.9
30/07/2010;755.903177;5;25.75;40.2;34.4;29.5;26.3
31/07/2010;668.620508;6;27.05;38.8;36.8;29.1;26.3
01/08/2010;608.396581;7;27.075;38;35.6;30;26.7
02/08/2010;730.449435;1;26.675;35.4;35.2;29.7;27.2
03/08/2010;724.792456;2;24.425;37.8;32;28.6;26.4
04/08/2010;729.525028;3;24.925;39.6;34;30;26.8
05/08/2010;728.94335;4;24.875;38.4;32;30.8;26.1
06/08/2010;714.893269;5;24.85;39.8;33;28.1;27.5
07/08/2010;645.526678;6;25.95;39.2;35.3;29.4;26.6
08/08/2010;589.035754;7;25.95;35;30.6;30;26.6
09/08/2010;716.767969;1;27.525;38.5;33.8;32.8;25.4
10/08/2010;737.626337;2;26.7;41.9;33.7;30;26.1
11/08/2010;746.380799;3;26.35;40.8;35.4;30.6;34
12/08/2010;732.142019;4;24.6;36.2;33.7;29.4;39
13/08/2010;687.247224;5;22.225;35.4;28;25.6;30.5
14/08/2010;608.19527;6;20.025;34.5;27;26.6;26.6
15/08/2010;553.175765;7;22.4;36.4;31;27;26.1
16/08/2010;625.209835;1;21.825;32.8;27.7;27.6;29.5
17/08/2010;667.987689;2;23.975;26.4;28.4;28.8;26.2
18/08/2010;683.104647;3;25.025;33;31.6;30;26.9
19/08/2010;683.547362;4;24.25;35;29.2;28.4;28.2
20/08/2010;690.398332;5;24.875;36.5;32.7;28.8;26.5
21/08/2010;639.306718;6;27.15;39.2;36;31.4;27.2
22/08/2010;594.023369;7;27.325;37.6;35;32.2;27.3
23/08/2010;728.097353;1;25.825;32.5;33.2;40;26.9
24/08/2010;745.643675;2;26.125;34.8;32;34.9;27.4
25/08/2010;765.253743;3;26.2;39.2;35.4;31;27.9
26/08/2010;785.166514;4;27.375;40;36.4;33.7;32.2
27/08/2010;786.486047;5;29.575;37;35;43;30.5
28/08/2010;682.137362;6;26.425;39.2;34;29.4;31.7
29/08/2010;614.013133;7;25.75;40.2;33.6;29.8;36.1
30/08/2010;752.169418;1;25;40.6;33.4;29.8;35
31/08/2010;768.275032;2;23.975;37.8;31.2;28.6;29.5
01/09/2010;764.010662;3;24.675;32.6;28;28.6;27.4
02/09/2010;749.228495;4;23.225;34.4;26;27;27.1
03/09/2010;757.287998;5;23.5;36.4;30.7;29.6;27.1
04/09/2010;667.212587;6;24.825;37.2;32.6;31;27
05/09/2010;605.666786;7;25.175;36.8;32.7;31;27.4
06/09/2010;745.906077;1;24.775;33;31.5;30.5;27.5
07/09/2010;751.701466;2;24.15;27.4;24.5;33;27.4
08/09/2010;711.589495;3;21.2;28.2;23.9;31.4;27
09/09/2010;725.258738;4;20.25;31;26;27.8;26.8
10/09/2010;724.718883;5;21.85;34.5;28.7;27.2;28.6
11/09/2010;629.991159;6;22.375;35.2;31;27;27.4
12/09/2010;581.596185;7;23.875;35.6;32.7;27.7;26.1
13/09/2010;722.263062;1;24.325;35.6;32;29.4;26.8
14/09/2010;747.310746;2;24.1;38.3;33.3;27.6;31.7
15/09/2010;760.653497;3;24;33.5;32.2;28.6;34.2
16/09/2010;755.594459;4;23.925;27.4;25.3;26.5;30.9
17/09/2010;724.414934;5;20.525;27.6;23.8;26.8;27.5
18/09/2010;622.205522;6;19.175;26.6;24;26;27.1
19/09/2010;559.860939;7;19.975;32;26.2;26.6;26.8
20/09/2010;689.03597;1;18.725;28.2;20.2;24.9;26.6
21/09/2010;711.455263;2;20.3;28;25.7;28;26.4
22/09/2010;722.182074;3;20.575;30.4;26.3;26.5;25.4
23/09/2010;721.771851;4;21.15;25;22.8;26.6;31.7
24/09/2010;701.474264;5;21.425;29.2;24;31.9;28.2
25/09/2010;612.71547;6;18.375;28.2;21.6;27.9;27.1
26/09/2010;546.399182;7;16.925;28;21;24.4;26.7
27/09/2010;673.587463;1;16.3;28.5;22.5;23.8;26.6
28/09/2010;692.5977;2;17.1;28.2;24.6;24.3;26.4
29/09/2010;606.453137;3;17.925;29.4;25.7;27.5;27.3
30/09/2010;690.32891;4;18.525;28.6;24.6;25.2;27.1
01/10/2010;703.436677;5;19.15;27.8;25.1;26;26.6
02/10/2010;618.688743;6;19.525;27;25.4;25.8;29.7
03/10/2010;565.932113;7;18.9;23.8;19;26.5;27.3
04/10/2010;681.631879;1;20.475;23.2;20.8;27;29.3
05/10/2010;698.611793;2;17.425;24.6;21.2;26.6;26.7
06/10/2010;707.57414;3;17.65;26.6;23.1;25.4;26.3
07/10/2010;714.622753;4;20.625;27;23.7;26;27.6
08/10/2010;713.280048;5;21.875;26;23.3;27;30.6
09/10/2010;615.057201;6;19.275;21;18.6;24.6;26.3
10/10/2010;542.918732;7;16.5;21.2;17;26.2;27.7
11/10/2010;605.42019;1;15.95;24.2;15.6;23.2;27.2
12/10/2010;559.506966;2;16.175;24.4;18.4;17.9;26.2
13/10/2010;671.020539;3;16.825;25.5;19.5;24.6;25.4
14/10/2010;688.626991;4;16.5;24;20.6;24.6;26.9
15/10/2010;689.477645;5;14.4;23.4;18.2;21.1;26.1
16/10/2010;609.040881;6;13.3;23.4;17.4;21.6;25.6
17/10/2010;553.795954;7;13.825;22.8;16;21.1;25.8
18/10/2010;683.161001;1;11.975;23;15.5;21.4;23.8
19/10/2010;709.16913;2;12.275;23.7;18.2;21.1;26.6
20/10/2010;716.084391;3;12.9;25;19.7;22.4;25.4
21/10/2010;716.434036;4;13.825;25.2;18.7;21.9;24.6
22/10/2010;717.461291;5;13.65;23;17.8;21.9;25.2
23/10/2010;625.31412;6;15.625;24.8;18.6;22.7;26.7
24/10/2010;565.871064;7;15.7;24.8;20.2;26.4;25.6
25/10/2010;694.29014;1;13.175;24;16.3;20.8;25.6
26/10/2010;725.540006;2;12.125;22.6;18.5;21.2;25.5
27/10/2010;726.454068;3;12;24;18.2;21.8;25.4
28/10/2010;725.398189;4;14.075;23.8;19;21.7;28
29/10/2010;720.197937;5;14.3;21.4;19.6;20.4;27.9
30/10/2010;641.411682;6;14.025;16;10.8;19.6;25.2
31/10/2010;601.274833;7;15.05;17.5;12.8;20.7;25.5
01/11/2010;581.177189;1;14.55;20.6;16;23;24.5
02/11/2010;703.33362;2;14.25;21.4;17;23.8;25
03/11/2010;722.397285;3;15.225;22.5;19.3;23.4;25.8
04/11/2010;724.345727;4;16.325;25.1;19.7;24;27.1
05/11/2010;719.07814;5;15.725;23.6;18.5;20.8;26.4
06/11/2010;632.888526;6;14.75;23.2;17.2;23;25.6
07/11/2010;582.956806;7;13.55;19.6;14.4;24.6;24.1
08/11/2010;731.991602;1;9.925;16.6;11.9;18;24
09/11/2010;741.697821;2;12.9;16.4;12.9;21.2;23.9
10/11/2010;753.357354;3;12.75;18.1;12.8;20.8;24.7
11/11/2010;755.149041;4;10.35;18.6;14;21.5;24.5
12/11/2010;746.30117;5;11.975;18;12;25.5;24.1
13/11/2010;661.358089;6;11.5;17.8;11.7;25;23.2
14/11/2010;609.063234;7;11.625;16.8;10.6;22.8;23.9
15/11/2010;741.191577;1;11.25;16.4;11.8;20;23.7
16/11/2010;764.656754;2;10.525;16;11.2;21.2;23.1
17/11/2010;786.961863;3;9.425;16.8;10;16.2;22.4
18/11/2010;778.428671;4;9.85;17;11.6;19.7;24.6
19/11/2010;791.194715;5;7.325;14.5;10.3;16;23.9
20/11/2010;703.891829;6;9.85;17.4;11.7;18;24.5
21/11/2010;641.393234;7;9.65;16;10.3;18;24.2
22/11/2010;779.251969;1;9.825;15.4;10.5;20.3;23.7
23/11/2010;803.111188;2;8.1;11.8;10.6;19;23.5
24/11/2010;806.407832;3;7.925;13.4;10.4;18.2;23.7
25/11/2010;806.992713;4;6.575;15;10.4;17;23.2
26/11/2010;816.915098;5;6.3;10.8;7.3;16.5;27.2
27/11/2010;740.835684;6;4.875;11.6;6.2;12.5;26.5
28/11/2010;676.959572;7;5.875;13.4;7.5;16.4;26
29/11/2010;851.020574;1;1.85;9.8;2.5;8.6;25.2
30/11/2010;859.457699;2;5.925;12.2;7;15;26.8
01/12/2010;844.757892;3;7.475;13;6.2;13.8;22.7
02/12/2010;853.416211;4;5.425;12.2;6.3;15.5;21.3
03/12/2010;856.468079;5;4.95;11;5.9;14.7;22.6
04/12/2010;775.89407;6;3.025;8.6;4.6;14.2;23.4
05/12/2010;710.531793;7;6.325;18.8;7.4;14;27.5
06/12/2010;677.805296;1;12.225;20;15.8;24.5;27.2
07/12/2010;708.340744;2;12.825;20.2;12.5;19.6;27
08/12/2010;650.889096;3;14.025;19;12.6;24.8;25.8
09/12/2010;757.341565;4;13.175;19.8;13.5;24;25.2
10/12/2010;770.187067;5;12.675;19.6;16.1;14.8;25
11/12/2010;694.678674;6;9.95;17.5;11.4;17;22.5
12/12/2010;648.974396;7;9.25;14.4;12;16.7;23.5
13/12/2010;777.635526;1;10.175;19;14.2;15.5;22.4
14/12/2010;803.377913;2;10.9;12;12.6;14;22.6
15/12/2010;834.881676;3;4.675;11.5;6.6;13.5;24.4
16/12/2010;859.512801;4;3.1;8.6;4.8;12.8;25.9
17/12/2010;859.53961;5;3.95;8.6;6;17;24.7
18/12/2010;768.686331;6;4.175;11;6.4;11;26.3
19/12/2010;701.615523;7;8.225;13.6;10.9;13.1;24.8
20/12/2010;816.211095;1;7.525;14.4;9.2;17.1;25
21/12/2010;827.679329;2;6.95;17.8;11;13.1;25.6
22/12/2010;800.7864;3;9.725;14;10.2;15.5;24.1
23/12/2010;775.415503;4;9.725;12;8.6;18.6;21.5
24/12/2010;684.975677;5;7;11;6;14;21.7
25/12/2010;597.61179;6;4.625;6.8;7;13;22.4
26/12/2010;640.905515;7;3.3;10;6;14.7;22.5
27/12/2010;775.822455;1;3.5;8.4;6.7;14;22.3
28/12/2010;772.058438;2;5.6;16;8;14.2;23.6
29/12/2010;750.751519;3;9.025;17.3;11.8;15.3;25
30/12/2010;741.511245;4;7.675;15;7.8;15;22
31/12/2010;669.193826;5;8.85;15.9;10;13.5;22.5
01/01/2011;568.705407;6;9.55;14.6;11.3;15.8;21.9
02/01/2011;603.951177;7;10.575;12.2;11.8;19.3;21.2
03/01/2011;758.625016;1;5.625;11.8;8.2;14.3;21.4
04/01/2011;790.409936;2;6.625;15.2;7.7;17;21.5
05/01/2011;761.542439;3;8.725;17;10;16.7;22.7
06/01/2011;622.558171;4;11.4;18.2;14;23;25.9
07/01/2011;704.462092;5;11.025;16.3;12;21.8;23.4
